"recipeNO";"recipeName";"categoryNo";"instructions";"qtyPerRecipe";"estPrepTime";"estCookTime";"qtyOnHand";"stdSellingPrice"
543;"opkitmuj";46;"AQ*u(bzwPmp^acfGQBoaYh5UPvj*cyw20XX9fKa*8NZ13mzH)3NjsuduImS[(kwBf&7t[8efMR[!![URZI7Ehfs@8zD^b5KiyalW7nTBv!D%SMTN4tIst[lX%LdCb[wfj*XIZRd5]@ULaw)^9lBtrH";39;3;79;351;83.0
544;"famineb";15;"lV]aa#*o0Mkg5%*Q!TmNIZitXap3ZPR$s8UffLZv]k3)0!xHYFCOxePdv61cP9HnaI6GUEQ#c^A9JF7N2rUHG4TN$2O^USMjodp86G6g5Eyw8qKN6vsQ9WH^S)mGJ&Bs7MjC#@Zo3NMyyidpGsU4SD";17;22;109;219;6.9
545;"ve";53;")K1#OKM2XN)OH$$6AC!5QINPMfWDdKSw010aYouukSR@u9h9%iWDptNKNSp(2mZf7X7[4YV7GwVqW)S&ztadBd6)dZ$o5N3sDL&rQC6wj!p2oz9aPz!^#!k]11WgnHj#v!WjBg3n^Hxj!#!Nu([0yf";9;12;12;251;180.41
546;"niiteite";46;"YZY3LEIHFRDxeihmxy%ih6yU6YCqOujDcJtDfM9Sfi$S8dw9Jy4RLWrd4mg@W!EpDFJp4S3HqoeB#r5L8g6Ytc@Y2D(tbC7r29wHr47T7vcg(l(u1bI4wJDpVfR$&yH(3MqesNNo6EkHl!17uIFp(e";11;36;44;132;225.74
547;"be";91;"lMrk7FNT$8KLRR6UhgL2nKjw]9R5PucuuCigdCa5CD7]jgYWs1P#4chnC2Ocv[bx#0sbdrY^qI[aR%Ou7(HSElRN$sjeh]Y1S6i88h$bfRPzBd[&5HCQhPgGnAo8Pzf&ujqkGDKhn%quSQf[pibzHF";10;43;44;329;304.76
548;"fit";13;"UGApoL]^CMLihx^*v6@L9qrd&Q5zXKV2C6w1#7EmlW!6bUBZ*iOX*9]aeNYeAsmwU8lI4yFGqIbn3vdz]jvUjDyWqXEjpCXXMinBR9f@9qe1[#n02LSZ#2P7laGE0Xla[H2]P(wjePtaiILUf!kgnj";29;3;82;613;170.92
549;"umkan";59;"DjkWweoe95DUNi^VNn1ZgymkJ(e1rIwBuJ[3CJ#!*jCYLK4kGLmG(vAkTl3Rg5ygplU[@NvQcn%lxq)CaK@&(drSW3$WsvkY^hxrH5RB3o[6U!B01i*k8#a*b56qb]*UC*B6JrtGmupNdI7nHqEZN7";33;32;62;868;312.1
550;"letom";51;"awYUQuT)SEJxufVuf2ILk[7Iy)^)y6iVfihI@(lCGYQ[j@dtQT(0Et5epbFbAme^^6)0cIZ%KYS^]M7)8BfCNTgF#EbFw]aR]6buL8*FQnYmndEdYxjiSvcKCOUYcVf5SdU%rwA$gEjjW3e!#u!y0w";45;46;5;323;275.43
551;"defho";18;"1#24h9c$Le6Sm#qCrP@ZyoU9aej[9RU2[oCOu*quUkRbv]4gjtk6wqKC#twNk][6ZVJgkIvvq]K6NM0mNhG5G5s6Zb5cTLoUsZXU7hu(ZqDbTKIDW*utlUvRNAz3(RWalQBKJJaf^KXSx^DFypdR@(";37;55;34;564;352.53
552;"va";54;"*E6j]W%$JZfEboM]sQ8ky1j]2(ZM^pY@[kCk676xVjh*b[luz1FqLW!&s^Wd^0U%qSxX*if(k(f0*C2r#^#mYgWILNO3TpzHc[xtf3N0]nN$HhbGmuYFw$1JQeumq9hNOD[@gHTeZ@VHu@6NWEfLoe";0;47;65;146;440.4
553;"lenru";88;"ckamDr&hq()8Kt2mKj1iQlC1[!fCqHpPS0[@Ws8#^8ySk&pyF(mxStLF6]uUUMF0OVVmgEt^WhXR74j^XsohASsj##r5i^34@^F)xX$wcEvO3CEx7CYsv1JzJGs#GE&YdFma#*J7k7V*o2snsluszO";24;19;0;777;152.51
554;"odeijecap";90;"VHmo#FyK0e86))r6]4[EV&4s[G2!P%j1dovcbo$1#XRU#R1OQGzUaNkLl&S)4Ev)ttWWYU&4Au5WwK5dtUhSQjiFWYYcDwy&j8u@tGk)iC!lxhn^xxU8*4Dl(21&p2FgLYiCInnNoy2W8KdF(T5CC8";9;39;71;547;8.32
555;"gig";94;"Ud4VC]Y%X^z@BDTLy2jL8(yRsLkq8xEAf!q5QRfR3!W))6ZpRkI&JNRRm3#s@&uTb4znVsY%p#K00rtdWe!jWt11MXoPcR1qzB]@3h7gIStry*U32rSk!vsQF[@UHx8px1f7bNRbF[X)2CamYZ0Dkr";22;6;34;839;64.24
556;"ina";82;"qdyBs*!Cx96RDiMcIH0BPD0y@%(QnROM@J8s8xiw#FUMhYOJ#uhUY5ktp9ZQi@^N]%AflVHgg3r8X6%1^&)b!sZh]$PJA1#Dbriq^lFyC7%2t3d9F)r*(p]OMv4A^g66RZHNSh^FZyQZdjSFGUuMvN";16;44;110;642;166.68
557;"raposo";51;"hPbufU0XagUxYfm0ebJWf]qXOdFa(dYawRoqnqwk2csi5%yMMxqF9DS(eIeOjykEynNULJKATSJ8TV[G%MjlGoe@2v46U!N&xM6f9hwb6Pc)dGhq#xBdM4Qq0Baq@vrm8(5JDMaTr7JGp5LN6Vh!1I";42;22;52;801;329.63
558;"acofabef";45;"yZ]egsX7&B5RGFp4dL][6GVLbqh3!@w!6!2l9d*oN70CFJP![7Cv)*u*^WO]Vj8J[0NAyIFSwXj$a@$They32a1Y*IT]wagO8lTmPYA(qJV7c^Iw2sEz*IQcJszB3$3WtsYc8ZexiPa)6Jdz)Dcy1Y";8;34;47;176;211.25
559;"mu";15;"IWKz[sDc%2j73MDK@pMr($crnPjZ7q9@XTxN))YL2!rZ@q0n(s)(LIuRGdmPmgPr2$[]YGU6!a@$v^(v3l$%HyHVr#reoc)Q%K#c1E%YNgu!LQuLIrV6LwpYc6GUXIw!@SNf8fIDzmELH#9XNm#Rds";17;51;82;49;430.86
560;"ewido";19;"GHJ%68XuDKMrx40IE821V4sq5vd(!HUE)n)C4rzGjbPk0a@0EqDBOh7VZDS6R6Oj3szdTBTdo4VMj#aJ5BNX(PsGprSY!xaOTK()MxT5ZuEjy7QmcIy!@7k(])!Op5jSEutnzoUxpQ#Fau0zyO*](7";14;1;15;193;376.45
561;"uce";62;"^T6LkglAB2L%i7@@)7qUep]kvnKtokFyAP#T)l^aIqRHd&xOa162pBhjZj]Aj^K!djdlsaVR6$7nCczHgVU#22L4iF(sLW(T3o4RH4x[32](*MeNWQTu&94ylzmomxLIc%0dzBuvyWAJ2I92d0elbK";36;36;106;314;322.22
562;"loso";46;"A9cPNEKt&COB!ocy4vRA70*LK81By7PhTNsG!D[zSkmZDk&ZIC*o(#lt@]#SGa[uygqFTD@*yUDYEU9%Ct427qw$sz#Mgi^RR0MmAm3SYdtn&rnfL2n&P7qa1k)e^@dNbB^cE(p(aFnm(Zi(2]a!2f";21;10;104;7;48.98
563;"vusasoc";30;"LL3&Dy07QyMGdd&gj!ptw42L3lI)HSM1KJ(X3oSIptcrf%3H0BswlZDSfupR$xv0St7QZToCpQspm#U!$DC*1GN[3sD&xVAllUnsz09ap16l*(BVB3npzF)8Z*@W8WFqLb(ar(GQn#fSGba5ErOPX!";19;33;119;729;480.78
564;"jutvipave";71;"xeLRK8fIx7qbZy@2W3FI69mWpk6oRgs(esnTYeMuL7aXWEg84zTyFt0aUA#Hr9ML9!68z]&px*Lordgp[3rFmM*$QYj5a!i7i!j93HsF3%@GwjqfO^MpFn%Wc*omx!WVwE!m$P$4a6(wuRJbWw2uYQ";1;40;42;590;52.94
565;"devkepus";102;"fK#Hz6JJ!c8Ht5QvaUTe3BICYIVZdB]L^E(nX&oKrXGaizU(1OzuanFvziQHK^BjWmF5Dh]lAwTCpunW%XhH@u!*epLMkKPI@77%FAN!KQ)aDhZb9[jT*JrV[c65$CNF4HvxMuhvJ[fO@TWad0Ifqe";12;27;26;313;66.4
566;"efwim";67;"8Lsr)DPw3SIWlfGI#U&@#AmH9LazpUC&EPCaEYA@$17(YT57Gnhp)fyfy#F!UpBg@lloTfq]o#Jxxj2uLBuwhoH!C7*FT(GoKPJYovTq4ksk9zCav&4drtwEmL!rOPvpHP4dY^mbyZEXR00XVHoYSG";43;39;87;1000;71.62
567;"niw";18;"Y#*)9T^HaWwI4PKMuC(jDvVAm!nWUUbzm(1A7zBth)SVC2i#6g85Fc6d)8WY^WL(!t3oKXp8Jn@^HbrHrnLZt1V2@B#b3aMJwXUtQU$ZyU*kq[T&cmNOUiVL4tWmbVi]3#riH%a2aJ4kMqFSaF@(Gh";29;24;41;263;155.42
568;"pif";45;"CjpN[9153I!endng0Jm*UVp(@2PywN!T614Bbp(Mexfq)YYc)3qNmT#9tFN))K4jSvT^JEC5gm3*W*zRJx8SkdpuY9L@1LMod5dbepWPG%t%rCn^X*$8!KVp[Wi)XQxU897#sw5fFiAPB^urRg5j&w";18;34;106;377;116.6
569;"faozi";97;"2xMqCf2#R(P@3woJCiDG)k2)aCFX)AtDilSkO(azta5n^06fvbBzQM6eTB(je1ELufEOdtvt2&&U$Z*g@[Wzf!LO[4N1Iv06W&IqBObjAgVmmo51r5e5ZMK7vm@kOZITml32Uxw@1TphK9obGy^Jk5";8;18;109;675;223.59
570;"wiluf";95;"0BjD$QOutr1gNBytW5%OhR4qZuK]yha9#pQ!Zft@Tt4IfjT^BwzXxGs]ncu^jDkN6V54fE7l577L8iPx6@H$kEDn6ULal(lQ5!My7dQW08]I63PJ)Y6MoVwTGn5J3[wj%3Ft0Uy@%NCRqgBW!@LZxA";19;33;104;736;375.94
571;"gadetcew";73;"%uanX47&SK9CGn9wOea3mv0BJd1tVNj4GH6zT[PsmO*]wo)c%s7zSED4LzA3NseCHjqX72GBfO@8sAYc(b9FE@u7Z[dB2Jp@VVvbez(tv%Sv1fyzR]2vaDaWpQGzJMv*outD[#EZd*KtU&Zy8K*JZH";14;52;55;578;284.67
572;"te";7;"1IG%ujna0pv2BXKCyGciROLa0O[twAc&R#Mx[p8[e5xQk1ZhiFMuD^JzntPajAq8f!p*Ojo*rHApGY67tk8dsz3ZJgIps&os7o1J(Wz9]8!lKHGH*F[O4Q1pbumFBVSsWlH^!Beo$l56p%]60v7x4[";18;15;107;996;16.9
573;"codep";40;"QgvW%DGp@90ko2[leF)W#&dIFxIntnhHR(0qCSV30L@8BKdl1tHWe(wy6aVDO@%imgQWl^CDV]9yw^4$$pBrnZs[z!C@@puWX!Q^JR1L$anvPcaX!Z$QgNr5Lt@9t7Epp[4GntYWGA1snv%mq^e6^U";26;11;14;392;355.89
574;"cerih";43;"uE9sArtZ^!VRwEiS16*]VZde9!Il&^GQ)22#y49JDccCJ^b(*!O0()(PPw[LiAhyoU3KrblHqGA^e#@gHlBN#dOVG&R$fgqB@O]K$k)*zjsfF9pRq[czhVr2Ex]9sU$JzcvYX0Rohqn@$2fvmEa1Fp";4;51;100;567;382.47
575;"fizen";53;"xk(FzC)0T8GwsC]Gs&EsrRyPE0d]*gl3aEj@t#ZH&Bb*m2b6xNr$D*5bRNunC!fcpTSxMADDc34uEYGk@O@]Y@B$Om6F*S4l)vEMDrK5v9p6hl@uJXUOGYs@SFvvuB2TCUHUzvlzdVzv[Z1IsT4GOr";3;14;14;436;275.21
576;"uco";43;"!o1@(ODN)S7v&)WDsM5HTFg*3h*bO1[jpdUblRk[sSaBqV%UiAF%L3f]OWm2DILR25$QvOfMbZ!La]Qs[TS!v@43ABsO(YYuqYWsA$aovi#TmOh$U%!!i6j^xYHX8wFyiS&t9ANLZ]%0bTRx@Ka)gY";39;23;112;527;53.31
577;"bezum";87;"r$bW8sWH800H3h15DheDvV%9D4P2krcI*YRhYTE9P55BTUClk1(EH4UzRnRJAfv3De*zLft[M8kWw467IwajmWw9pSGxPV*EfgpDC@359FJqtByE2rGz9SNrspn3j(w)vwlFyYdSiGg5hxdaiJSX(@";49;49;53;883;360.22
578;"wodmufed";47;"uj%q%826H$)ct44g![GME)0$#uC$0$mGOjn49H$U(003FxS3woPnnzG&&eJTR^$2wRe9oxtGsm@c%rDCCvmoX62Qq[FjVv0f0KZ4g(2JoieQqJv3(ln3F&#Nf[2db8Ux7pF00Sbg5uO@R2r]5%KQ)N";25;18;105;834;102.13
579;"otagitku";83;"P]LiCG0p0YJE2M4zK)NByQ2vFo[srTA0xG5G5EHFLIydNPO8&E044X&tWxCS0Xx)j#kyQE0lD(1$8AQfDpieX#g#8)Jftfy25odxS2PYlzDI4Ar((jzK7dd69RVW9mnAj&x(GO@I#ohJnE6CD4rfx0";43;37;93;433;326.73
580;"semedep";29;"%@bg42OpzF8Qx0#4OT(2d]n^[@07W9q%)^u]Mnb2hgX!r1]yBHB3WLdG*b**8tp8U&Mo8RqUq8!1pQ7Fqhpd*EuHSya)cVyEHu@@zR1$$sUti[GXE)rcOpdNJJ$23vs@ue^SaW2l!H4y$jVffK*7s$";12;13;96;157;431.97
581;"zohluoce";17;"1)07H$3*xgE#hTAOUS(WExWb()ZCO9G*IjX[cF$B^1%Ve]x^tdINiSaHm3k1dZH[b&TFgBubrR7BESt9KXaWGpkeQNc[jy#fVH0fnpylRZWV%%cEl5U8@WdriECsDSWds()a^@0C@[&IzYYewK@q@[";22;30;71;809;150.84
582;"ruettuh";47;"kcR1kLfCYy]Zk2Y(t3G!2jL5B&dPnqil*xv@vV@1p#jsRWMFZNLwUeM1T9(RP(%]JjQ)$jNERrA$JxY%Xx1S6nzL7pGGnly]1OkX[n^pBtWu9V8LR)H!$A#dgqG772CNA@1Sb2^iWq[g6skg^idt8N";23;54;106;254;255.95
583;"vaunicut";18;"$vGFzN]wE3U!X&rMs^3SpHVXDQlncZnXZbeoRMp9d4@6HDT]sW6AhjBGJPT)B9e^@FMiOnhsrD2N]Vxp@V4yfuzfAt3kt)IIzpEgdAuvGO$wjK!IOY8MdJXxRrLSj2#ks*ax%)cS$z#8kf(kGh3WWn";47;33;113;440;313.79
584;"se";16;"$HBI@0w(1m7Jy1p*N(vAZxLrM&w%D#9QJEM86GdQ^@]!vezEiue#tV^zlN3*@KoE&0lCGRdrOs)(y8YJbPEv3mXg$8BXWuddyQbMNspTCLq2MNRbhk]tSxGAdD1yOib3gTqggk%REK2]3)YgFI)h]m";10;6;74;551;401.98
585;"doguk";59;"gcvImRHG^Vn8@lov3&N8b^Ah(kIncqfDk*hXnoW%pqJ9qzQoCfYzdobf3gakF@C2AB$vo1sOTuGFyn6$cAoFF]52b(H$7@HpC#b)E]GGFr$cW!6zUv!T6dic0YNj$TPmNR@xeN70Y(r8Q[IP4@oqa)";19;37;26;138;399.89
586;"emrec";19;"sPK9CMyUg%k1F]jbgFq#BG@z9&d&F#Z!dzN$8R1rId4oUJl3DhU()JLX3D8oq2*3CZstc8[prM$%j*uE1dFFI&kesazFb]#GtH[f4Ku!x!FjGsGv#zFsr13zG@6eBzjgjYivPsgk7tJd%fCCXZ%CUI";50;20;65;552;231.7
587;"su";86;"Z!!Y$A87)qW1eFHF41Y8ycZT1gui[Msups*%hvZvZg$2KMOy^2RqDP5FHNPyap!VkJotRUkyG%3$vaP%q9TIj%o*hspTJnaOyRZP4^tnO4hEBQQG&2q)HR6Xw5GwV3c#rg7*Cnsi&obh1o]1ZR3%ub";10;46;50;360;404.28
588;"depgamah";94;"K!(p&ZL3dmHNtlD&hj44]gal27^m5yc7]]D]gvhs*gJl2OpRx8H9olPvfB8mQm36#W(pzlYcbgl91)gi#HkqFw%BL0o34wU4ChLgRy^5bcmi)Yp8QpuvSoj^#EL[IwVGykOl(IV860QwEG(xdFlYrk";20;50;60;193;117.28
589;"hacab";7;"1XP5]rOwLDLy08lf(TuPHOhXMsUaf02BrksGiIfk%L*6^YTbpEQUunu9Uf)l&hbgF7l1]iUB1gouSZY!a9BQWEP@V!Ff$Zux95@lEWHZ)QN8oKsak8iuTmhev9q0K9]Azsuml4mY1iN8czaE1RDuIu";7;4;90;428;246.76
590;"jiziute";23;"dE)]7fLZWN[JlD1GY6r&BEVCzw#52gJG7iZ2fDhtlA3yWqo!L6GJn1coAQnnXQ]Ki6XugaROw]T*Hi3G]eGr3ydsyGAIJxbPQA6SyTu[#6)&o1Rg@eXgLMOOL]DV73oVVcCNZ*8uGZ17VOJHiXqxOM";17;55;51;36;182.1
591;"fuzbe";79;"tQ6gGNU80bR)a#ZMyly^cj^*f)k17D@(GmlKy2HjZ6@NzmJG!Tfy5YnKlAdAX&m]W7mmAu%DxxefoCKq!LpH%]tJPZn^e#rM@wjGCLURNd9^vt8(uJM1&GDJFKmZSx[D34pJORxOUHZS&jzq4@N2[&";14;33;17;937;284.99
592;"rov";32;")yAxXMzvwvzg&^OtRlskvOiJV0L7!If)xAwX$vSdUQIcIC9q7ybV%G#h*$F[XT[ITLR6^A[HJ$z9XcpA*Y3[D$qEdQmJ#gHK9AWoInl11i(EQMoE5DjZstD5bPpA(u%LExd(HW9SqlKeDt2Jpv$y(4";17;43;77;106;106.42
593;"rubku";62;"^j5kzMd6c$HQr%J2U6XHuyBdeStfaf#Noj#C5kCRsmSA#LwgoKdLQY[W3x[$SXGOEtVwRYBxflKvxOu]JSebmccm9986H^Nf^yH!lrNFjG1GezuhT8nE4(^#&o3m]E6ChuK@h(6arckpuSA7FU@tcX";45;11;84;908;427.6
594;"erolachuh";84;"oBcK5OFzHABb8sDup6YAixFfIH)%3*L!PBT@)LVi#lB7KbRo^K$M4!xLfr8#OAvP]pUb^*Lm8(bSJ9m13pgqXXL0T*bU2ROf([r5n!BuMOCD8v4DrHZcJKESDdvImHKk[5%SR0[Aqf35n2r]tTnOmG";24;52;60;869;472.44
595;"fizza";23;"h&uG$hSdR#(OP&6@qVTASllCGH4(#eL9tCIs$$l%jRuuH39(JROa$TldoTg#ZXQ[&vEYI5cL7D]cX8piQY*g4NJopc7TskMw[kL3k]LM9liw)7bVHend#Dvj7K#^q&P)0p7AZo#TN&j)BZu4rGbXAk";23;33;62;313;412.39
596;"risaudu";104;"L$bO5^kFwYMnhj553y%Gj*i$AlOV(z5(bU(NrYVRrIqbwjX(QpIn(m5Adz(IojCcWxxMc5P]l9i3LVwW9PZqIbN9T#z0U0#cWxMb)ZsD1)QV]@NJhKx78]4WdZqUWUbtCCQw2EKpPw*kEpSTCg*zMV";44;48;62;648;439.2
597;"jo";95;"ybVjkt2IHvv]2XcExh0U%TbArW#traE%Z&Oq%4CQAay0h*L)#[bxnTiNchZ)rbt7&N^PnOXA8LkxqDdw[PgZtSd4Fp8cHnNy7r8tbb7*WOJL!%vaa%FHZ*JXfKLVO#ftFoezXcRef7&5P%Dj4@I5LI";26;56;40;992;144.53
598;"ebfeb";59;"UH^Zf*D2zo)S*@%ErzrZGYN64M%@IVwk%k!NMgT1WJuDjP[ZTCspvrzs7(NP*&JQO%oBvsV!vKpNM%f7DYpz(CaLd3Z]A#%CzTzEHT(uGuKGwfRWjAxTcLfx14u[DY[Wg9^Xi4jPNE0)B#TRl3Bzzp";9;26;59;272;264.62
599;"va";32;"*SD#J8lF5Mn$o$V8^!s6Pd%qykF)UkrUr)e2qvCV7^CEEisPe[LH9tQC3OM7Wo(UCp^)DFFEforX^wyOTdTk(y!%VlWpAY6dG]FOG(j4RJB[]1h$fZmqaKy0%LcJ1O]N$fsV7*n![TXwKp)I3kuAk$";44;41;60;978;344.77
600;"ajep";33;"OX2UBT*@(5mjKwbzvwfJ1PmMZYFi4c6Sj0J8@UoDy^NH28g$M4%18M@V3y]Q*IjWfen%)hVCyewwMDotl5RZsOb$#2dEg[c0!Pe25sjmyWXFRtvxQ20ovJ]5E&Fak)xiEEAxB$^1tD@60^hdABKDNU";50;2;63;259;63.62
601;"roamitub";14;"!*CWbgFNkrxA4LvFck^mTLpiIxDv[RX!qwJkdGs93L#r4U6GnEhh^E88Lq!mTXAA2U*y5saFTZXudNK(6ml]e9@dFyqOyOJmDx3Du@HQ&I#%aWfw4wF]%Yrsl]yjhlk46vh46HZ^JarOsziCu*XaRu";27;40;107;28;121.47
602;"ru";22;"q]o(M@8Z1)dvcOyUuEHWdiD4#o48*OxVluykp[][209Pyz(sOxZLxOovaWlYM%THI!zHLe(r8312wZsMZGAv&H(m4RNmXUXj]v[56b&d2Qjl)OgwcU]B@[PbwH(KC1fcX)ER[A1tDR7Mqi(OS&^5gQ";36;40;38;654;37.73
603;"nac";17;"a@zuzG7AV(A2kDP^zNeLI(CjAPlaAxc6*W8vr7sX$oK2O(#IZaCVO[(]]YgRDjnrXwGL6eXaWqiP2n72VF0sOjG%yp@([fY4CqsZjr6hd2MwciZuWQPcV2D*CL8XG9%^WNDZpmGCND2QL[E&vuiL%L";42;5;36;883;273.72
604;"jot";103;"&qziFX]gOKLJh(zo%[^HZVymXHf)1[7h]VAKo8]0aRMC4e2Gn%KSvas2AI#KHorRYniVcynk(3LS2M*jKMbLL!1WEEbP3VQAM3Ffh)Sp06sel[KwArR*EeTWY8tviVY62CAmbX@rd#)S^F3V1P3Ay^";38;54;23;298;333.9
605;"tegoma";104;"Hnzg^kzR5Y&ZrsWCbp@uj((Ku3#%MnRtvM5Y9qwL$%N%z!^IKmT]V0rSApRKue%mGHAtyh5xQI9exTfqp9i@jGw9iT(p&Q05%%9mvS1Rr#H1tTe$Q]V5I8qWgT*hYyxl#zfdZK4UiGiPde9yM($]]8";16;5;0;440;98.85
606;"uz";31;"H&]m$$NjS35s#8ymBo7x8)08!&l]Kry&bGqV7KFEG8x)[@3T4#v7oAFJuuN(6abS9hsnR!1pgO(lWWCYQ]vj5xH9Kll[VfH2h(O!^ZGvtrRyf2#nHGRLxPPN0hH6h9Uzq*V!JR0WVRO3@r)z4!2VL7";8;17;58;531;479.45
607;"va";55;"av6V4a7JQQCn@CBSnLUvu&Dj!^rmmDU9PkQzljJD3#Y7Ef)(aUjJTz@X$iJyBfihhhmU7Tc^QlgZnq%ks(3ic@TKpA7ja%&4nIuV2X4as1umHfQb*Anyi5vpv&r35&&T5PZ)Z&mFM!Sk3VVbuaSe%5";16;49;106;240;368.6
608;"lujinjiw";71;"LB6X@E5BH0PE#KYcH(Z*r%160i[I784L^s6zK*b#VV6cm0BLF0@DviyV7XHc]NBUSjXirY4^dFI!jPHxv!gg8j!gXjoxxum#NsLIAIud%GJx)G!&9ec8ge$U@lHaIAUl5p2jyhvWfVno[(1TS[cZSO";42;52;19;392;69.56
609;"nogmazpu";64;"WB!pe2mPeGS^exsp3lid(r[Gvy&EGUyDjkWCArjcNO)IARH@D8!]$vOk%9ssOyTPvb0(GUE*1dYR80v9d^Tl[gU]C2LHg@WHwV3DUN^@vvEBISMo9QXMJU7JJO&eWr&DNKxozHxGV0XHWx*ycX#(o#";13;33;66;280;134.34
610;"felinrip";33;"a$&w0HOGgIEq*Yi#x2Brhft6q@YYniNb!IqenUpyiKS8A8269*#$2#MmYQT&)gMU]On8C]YER*0MY64IF[kRtV0xVzG]jZ&iJ3DhYt@bX&pt!ILZyHqoQDoU%ilWQTWUu*$9Lsi$&m*]aSXTt)tEr(";17;23;53;621;182.38
611;"aka";84;"ie](LdNUxTv)6UIW$Mtr)@#8@MppA*z(Z)1Vk97w[%Xl3&E(GF!df@hnyq]BijOv#1Dt2kX277wWuNv[8v)sRX6kfO0Nf]Vh(RT0@$hW$W0oDlAA69fgrF7wSDVLDEShzLBB*CyzzY][5(NnosB3jN";26;27;39;249;17.94
612;"po";15;"VwZV2)IuUS1KtcA7AzveV@UQI@%*HKnSG6Ff(F30K6m3stb[Zgp^T^7&UcQ0rhdmBkRpY0U!j)q1@rrzITa%m3cbjR[@Bn]2iqNsMITojAbR1UH&lPdSY$OKi20YL4BjbRv(KPKX!XcDNr#MopJKGs";38;48;22;605;5.86
613;"pa";75;"tWhwss9m2912#qEKbNVyQag8PQ]Mi28@3f%5kWk$!gmnF1T)r$V4sgKm(%KGJBgRHKCbY6D@IzQzz&bqieGKWBUJEF6bmv96WlUGaD@Th8H!m7[vEcssPfF]daOCmTEjRIA7)$02Kx&ZC2&eH#Pbr$";12;35;17;966;200.33
614;"mi";52;"dOSYqOMqY4HatRi*B$2H)Olg!Rsu8bxd0FKRL1Et[T58Fo5(DW$u5@iq!v^JQIfWbOEhpWC2uN6kpVf&]%GXCZ!8aIXc8j#cidow2uy4w[sq9YJSL72f%oicrt[$P(]VjzrXRb^sC68JMC6kOT![Y@";40;4;40;331;420.1
615;"amjulu";22;"yzXEiy7KIZjVyqvd]6yMH%s^ze4UMRfX94y*uaM4t@MkLua^vpq)D$31WSlsZVqAoRz1UG@p52m55gqlbYE3z@vAmy5q5J6r]pZn)]lPt7a)T]j^!!RB96K*3!LBOnWBh[xOwPgNwSaU0&0U34!zBJ";5;57;115;271;448.68
616;"vu";46;"Obvs$F*R2J96jGLZ0^Hycs9[Td7*[h#2EIk5Y5D0L6%NTP(b1&S@!Nj&q37%9q)x)ONE^f2#R)ovH@PhF20nO0xF63BB9k]qr)OV[hUrVB[uQH](eZm39iINZ*J(#YK9JOdaKhlmjfDH9fSLGk#lrl";40;54;99;492;51.49
617;"pinaw";32;"0ZYVZvM)!xStJmbIQypXI5hRmTDW4pLD7&&KDWd%eH4GP6@tW86Gem3^Lb2C5V)e$5IZ4#9IDw&T8j[zwV3fS(6soV3Kg4i34OJjlK!YeaDyiXNNZdu#qXZs7sulfyRwpdk3qn2%EO3%^*%c]ZAYSx";44;48;22;975;127.84
618;"ziv";39;"fDUjQGkCZk7dF*EAFTfI#U49**OZ%u&24dvk)pozJ8s!iDm(e!)BepOVN8$O@VS(()obGKSZiwmBAnCUh2sj^rt2EOwSzNTy&E#duJ2YJ]abp]B$Y7E@LOcD8F6[el6sTkMfI^ITceO0vq5ZQGNDOR";15;29;104;950;485.12
619;"ju";54;"dDiKM1mP1[%uq$ahG77xlY1XBKDE8g#VsTc1kqE*AzZB[GTbr676aJVlN56LHfpiCUoC)7YPXeKV[hL64GBo@6Fbzr3LgneGlun5k!QKr(#Gw0zwuhwk(]0]fA7H%^N4dB]7i[3^$Q4FTEO9dW4@)Q";1;20;35;595;374.46
620;"ucakod";25;"p]4ZYSy57c0[CmDXX2])E6h%8F]Z]*pJJ8&KuG6(aK^7A]ez%&plIDe[NF@pvEEB^QH@1O#!W#&xr&Rzm)qtM6y]k)qb7%2XO8cRItLv3(PU)kA#RHduXeweii24bPK3^HX]HE0&!h9o!i48gkCcXZ";22;11;54;339;218.28
621;"coleeme";30;"VN9uV]i0l^jpcfS67dN@8NlNN#9CGG*7ywXytIKnOkCAqL&tanqOwpOJOl2(FSWGC]&l2kWq7r2P]adFnXwvlKNNJUho]yirHE!MroB@u0aoa3cg3fO*C%D0*H3[27r8KoPK]ltP*s2&U(pQO6QxeW";23;57;63;480;301.84
622;"ojuzuz";54;"$1Y1L*CmHhAEWeu3&E&Gfqa*5J!@n)G6*lwKIjH228ji^iEBkR12mYBX[^#9y8oO*Bj#oy]H(YP1NJ4aXYQf&xqvm$l[gzQMaVnFdN%Mp%$y86D]kG2(Rw0&rJM*Rw#oOYQ!7Kl5^H%0jAmOMzJ]fv";17;29;30;135;22.83
623;"upomenap";58;"0RSp)APcIWZ)O%ET(G34*uOL7i7TqU!oCV[*f@Nq2EgmLCUKEYh#P#tGjWZ9[*89P9Bk#!DrLYJ([2G@Lo6T0uUnPI]xcylIhPT8*lFDhKECqsUU0HryC[BW0![^COztytRicbHII)p[BVpYWHB0TB";38;19;96;394;78.0
624;"kej";48;"lqvmf$8Xr2wnr#Ct($2l)]NJX7v4W7^JN!E!js4vbvEOv7[PNEx(BRCGrniPLHj*QNgAU8l5SE!ru6d#AWYGd%0AEqu%)(l0FE]#Gn!Kv1YHPhJT12a8A)nXgd&BhbrmWV4ahvU1sxq(J#2cBOpxrp";47;55;91;12;494.55
